account_id,customer_id,account_type,balance,currency,opening_date,status
499,247,استثمار,30711.17,SAR,2022-10-15,نشط
500,247,جاري,80043.82,EUR,2024-10-03,نشط
501,247,توفير,51214.21,SAR,2025-05-23,نشط
502,248,جاري,29960.25,USD,2025-02-06,نشط
503,249,جاري,80275.25,USD,2022-05-07,نشط
504,249,توفير,26539.44,EUR,2023-10-27,نشط
505,249,توفير,7164.41,USD,2023-08-12,نشط
506,250,استثمار,49395.58,SAR,2022-05-17,نشط
507,250,استثمار,86072.21,EUR,2025-03-05,نشط
508,251,جاري,27854.53,USD,2022-05-10,نشط
509,252,استثمار,97167.4,EUR,2025-01-06,نشط
510,252,توفير,64141.74,SAR,2025-04-24,نشط
511,253,توفير,52351.27,USD,2024-06-07,نشط
512,253,توفير,75596.43,EUR,2025-05-24,نشط
513,254,توفير,75433.88,EUR,2019-02-25,نشط
514,254,توفير,9125.35,SAR,2019-03-16,نشط
515,255,توفير,4065.87,USD,2018-10-26,نشط
516,255,جاري,68117.57,EUR,2023-05-20,نشط
517,255,استثمار,83311.38,EUR,2022-05-03,نشط
518,256,استثمار,10342.95,USD,2021-04-08,نشط
519,256,توفير,46539.14,SAR,2021-10-18,نشط
520,256,استثمار,30305.34,SAR,2021-12-05,نشط
521,257,جاري,21764.23,USD,2022-09-02,نشط
522,258,استثمار,66629.75,EUR,2021-04-07,نشط
523,258,جاري,33350.67,SAR,2023-12-18,نشط
524,258,جاري,13400.17,USD,2019-12-27,نشط
525,259,توفير,27073.25,USD,2024-06-25,نشط
526,259,جاري,80153.56,EUR,2024-01-04,نشط
527,260,استثمار,72979.15,SAR,2019-11-03,نشط
528,260,توفير,54781.26,USD,2018-08-01,نشط
529,261,استثمار,99502.2,EUR,2024-09-03,نشط
530,261,استثمار,90751.78,EUR,2025-05-30,نشط
531,262,جاري,88197.68,USD,2020-10-12,نشط
532,262,استثمار,7872.48,SAR,2021-03-29,نشط
533,263,توفير,517.15,SAR,2023-10-11,نشط
534,263,استثمار,95534.57,EUR,2020-08-31,نشط
535,264,استثمار,63826.03,USD,2017-09-25,نشط
536,264,جاري,62612.89,USD,2023-10-13,نشط
537,265,جاري,90106.51,USD,2021-06-10,نشط
538,265,توفير,43824.3,USD,2022-05-10,نشط
539,266,توفير,73823.67,EUR,2021-10-21,نشط
540,266,جاري,11250.74,SAR,2023-01-07,نشط
541,266,توفير,57272.2,EUR,2023-04-29,نشط
542,267,استثمار,99121.73,SAR,2021-07-21,نشط
543,267,جاري,28565.84,EUR,2024-09-12,نشط
544,267,توفير,12989.58,USD,2024-08-23,نشط
545,268,توفير,71664.64,USD,2021-11-17,نشط
546,269,توفير,88912.13,EUR,2022-01-27,نشط
547,269,جاري,64756.84,SAR,2025-01-31,نشط
548,269,توفير,49717.9,USD,2024-10-19,نشط
549,270,استثمار,11495.93,SAR,2025-03-23,نشط
550,270,استثمار,91090.04,USD,2024-09-02,نشط
551,270,جاري,23790.04,EUR,2025-03-30,نشط
552,271,استثمار,19736.91,EUR,2021-11-11,نشط
553,271,جاري,44395.05,EUR,2023-03-08,نشط
554,272,توفير,80706.68,USD,2022-05-25,نشط
555,272,توفير,14672.07,USD,2024-05-14,نشط
556,273,توفير,62300.05,USD,2023-07-30,نشط
557,273,استثمار,70070.07,USD,2021-05-23,نشط
558,273,استثمار,66279.52,SAR,2025-04-23,نشط
559,274,توفير,26025.9,SAR,2023-06-15,نشط
560,275,استثمار,55617.24,EUR,2017-12-25,نشط
561,276,توفير,93941.17,EUR,2021-10-11,نشط
562,276,جاري,16852.34,EUR,2021-10-28,نشط
563,277,توفير,99052.76,EUR,2024-12-08,نشط
564,277,جاري,93387.21,EUR,2024-02-17,نشط
565,277,استثمار,55935.78,USD,2025-02-21,نشط
566,278,استثمار,13156.17,USD,2024-02-23,نشط
567,278,استثمار,46088.89,EUR,2024-05-23,نشط
568,279,جاري,71642.09,USD,2025-07-11,نشط
569,279,توفير,38175.5,EUR,2025-06-24,نشط
570,280,استثمار,64328.16,SAR,2025-03-02,نشط
571,280,استثمار,39406.49,EUR,2025-04-04,نشط
572,280,توفير,8808.49,SAR,2024-09-28,نشط
573,281,جاري,96564.34,EUR,2024-12-20,نشط
574,282,استثمار,13576.69,USD,2017-03-29,نشط
575,283,جاري,78828.55,SAR,2025-01-23,نشط
576,284,جاري,92661.62,SAR,2024-05-10,نشط
577,285,جاري,26887.95,EUR,2021-12-01,نشط
578,285,استثمار,90762.65,SAR,2022-09-21,نشط
579,286,استثمار,22020.44,USD,2025-05-05,نشط
580,286,توفير,6079.47,EUR,2021-09-14,نشط
581,286,استثمار,62673.2,EUR,2018-03-16,نشط
582,287,استثمار,42880.02,SAR,2022-04-14,نشط
583,287,استثمار,5954.62,EUR,2023-01-08,نشط
584,288,جاري,91788.05,SAR,2024-12-15,نشط
585,288,جاري,79418.78,SAR,2022-10-15,نشط
586,289,استثمار,12081.26,SAR,2020-12-04,نشط
587,290,استثمار,23140.94,EUR,2023-10-24,نشط
588,291,جاري,80956.59,EUR,2024-12-29,نشط
589,291,استثمار,32520.93,USD,2024-06-19,نشط
590,292,توفير,23192.5,SAR,2023-09-19,نشط
591,293,توفير,12615.5,EUR,2018-03-19,نشط
592,294,استثمار,70886.01,USD,2019-04-13,نشط
593,295,جاري,44909.28,SAR,2021-12-07,نشط
594,296,استثمار,33697.46,EUR,2024-01-12,نشط
595,297,جاري,31385.84,USD,2024-09-13,نشط
596,297,جاري,20603.04,SAR,2024-09-26,نشط
597,297,استثمار,37513.77,SAR,2024-11-19,نشط
598,298,توفير,21812.49,SAR,2024-07-21,نشط
599,298,جاري,84459.07,USD,2025-02-04,نشط
600,298,استثمار,23001.23,EUR,2025-03-10,نشط
601,299,استثمار,37027.28,EUR,2025-01-13,نشط
602,299,استثمار,62910.03,USD,2025-01-27,نشط
603,299,استثمار,61848.58,EUR,2023-10-06,نشط
604,300,استثمار,89704.7,EUR,2022-03-04,نشط
605,301,جاري,73678.54,USD,2019-02-17,نشط
606,302,استثمار,86417.16,USD,2025-02-21,نشط
607,302,توفير,72799.54,EUR,2025-05-02,نشط
608,303,توفير,27936.43,SAR,2022-03-30,نشط
609,303,توفير,98348.3,SAR,2020-09-02,نشط
610,304,توفير,86220.06,EUR,2021-04-28,نشط
611,304,استثمار,54359.4,EUR,2018-01-02,نشط
612,304,جاري,35001.47,EUR,2019-03-19,نشط
613,305,توفير,7983.04,USD,2025-04-28,نشط
614,305,استثمار,96699.59,SAR,2023-11-08,نشط
615,305,جاري,65336.85,EUR,2023-06-12,نشط
616,306,جاري,79423.5,USD,2017-12-21,نشط
617,307,جاري,3012.64,USD,2024-07-27,نشط
618,308,توفير,71823.39,EUR,2015-09-13,نشط
619,309,جاري,81814.44,SAR,2025-02-20,نشط
620,309,استثمار,93642.04,SAR,2024-06-29,نشط
621,310,توفير,18058.4,EUR,2024-07-21,نشط
622,310,جاري,53033.84,USD,2025-02-22,نشط
623,310,استثمار,95115.33,USD,2025-04-27,نشط
624,311,جاري,4006.96,SAR,2022-08-14,نشط
625,312,جاري,29762.17,SAR,2023-12-15,نشط
626,312,استثمار,59937.32,SAR,2021-12-17,نشط
627,312,توفير,42165.64,EUR,2024-01-24,نشط
628,313,جاري,8514.49,USD,2023-10-03,نشط
629,314,جاري,5331.67,EUR,2020-08-01,نشط
630,314,توفير,11180.48,EUR,2020-01-31,نشط
631,314,جاري,9172.95,EUR,2019-07-17,نشط
632,315,توفير,1432.06,USD,2023-07-27,نشط
633,315,استثمار,96781.51,EUR,2023-06-08,نشط
634,315,جاري,16759.77,SAR,2023-06-30,نشط
635,316,استثمار,63161.63,SAR,2025-07-19,نشط
636,317,استثمار,10178.13,USD,2024-10-17,نشط
637,317,جاري,17456.75,SAR,2022-12-25,نشط
638,317,جاري,88293.13,SAR,2025-01-27,نشط
639,318,توفير,75752.24,USD,2021-09-11,نشط
640,318,توفير,80458.33,EUR,2022-12-30,نشط
641,318,توفير,38640.12,USD,2023-03-21,نشط
642,319,جاري,66514.44,SAR,2023-10-17,نشط
643,319,توفير,68490.5,USD,2022-09-06,نشط
644,319,استثمار,75139.95,SAR,2024-08-27,نشط
645,320,استثمار,23015.73,USD,2024-12-14,نشط
646,321,استثمار,72680.54,SAR,2025-01-07,نشط
647,321,استثمار,33816.96,USD,2023-08-09,نشط
648,322,توفير,72540.76,EUR,2025-04-04,نشط
649,323,توفير,4321.57,SAR,2018-11-09,نشط
650,324,جاري,92947.24,USD,2017-11-13,نشط
651,324,جاري,62867.5,EUR,2022-01-04,نشط
652,324,جاري,86279.3,EUR,2022-06-05,نشط
653,325,جاري,69930.15,USD,2024-12-09,نشط
654,325,استثمار,41885.85,EUR,2025-04-17,نشط
655,326,استثمار,66446.89,SAR,2019-01-12,نشط
656,327,جاري,86204.97,EUR,2025-07-25,نشط
657,328,جاري,59815.56,EUR,2022-02-09,نشط
658,329,جاري,58914.6,USD,2020-07-14,نشط
659,329,استثمار,14613.25,USD,2020-11-01,نشط
660,330,توفير,83602.46,EUR,2020-06-02,نشط
661,331,استثمار,70233.48,USD,2024-10-24,نشط
662,332,توفير,25239.28,EUR,2017-09-15,نشط
663,333,استثمار,15949.07,USD,2025-04-20,نشط
664,333,جاري,44260.82,USD,2023-07-24,نشط
665,334,استثمار,38128.1,EUR,2020-11-21,نشط
666,334,استثمار,91494.4,SAR,2024-03-21,نشط
667,334,جاري,44316.1,SAR,2021-04-06,نشط
668,335,توفير,36966.94,USD,2024-12-13,نشط
669,335,توفير,19442.45,SAR,2025-01-30,نشط
670,336,استثمار,97178.77,USD,2020-08-02,نشط
671,337,استثمار,91532.35,EUR,2020-04-01,نشط
672,337,جاري,54245.36,USD,2024-08-16,نشط
673,338,توفير,10772.55,SAR,2021-10-21,نشط
674,339,جاري,50982.23,USD,2023-03-12,نشط
675,339,توفير,95127.39,EUR,2023-09-09,نشط
676,340,توفير,85297.51,USD,2018-01-20,نشط
677,340,استثمار,68582.34,EUR,2018-02-18,نشط
678,341,استثمار,80720.91,SAR,2023-02-06,نشط
679,341,جاري,23486.06,USD,2017-04-26,نشط
680,341,استثمار,86703.82,SAR,2019-02-27,نشط
681,342,جاري,38357.06,USD,2017-02-06,نشط
682,343,استثمار,82514.77,EUR,2024-05-07,نشط
683,343,جاري,24627.31,SAR,2025-04-12,نشط
684,344,جاري,46642.7,SAR,2024-12-05,نشط
685,344,استثمار,52154.58,SAR,2025-04-29,نشط
686,345,توفير,25318.45,USD,2024-12-11,نشط
687,345,جاري,46517.87,USD,2024-10-18,نشط
688,346,توفير,4431.47,EUR,2021-10-29,نشط
689,346,استثمار,41550.61,EUR,2021-06-20,نشط
690,347,جاري,67341.92,USD,2024-10-25,نشط
691,348,توفير,24357.74,USD,2024-03-25,نشط
692,348,توفير,10215.59,USD,2019-10-10,نشط
693,348,جاري,1519.5,USD,2023-08-16,نشط
694,349,توفير,41585.39,EUR,2025-06-19,نشط
695,349,توفير,45414.45,EUR,2025-04-24,نشط
696,349,استثمار,23556.39,SAR,2025-06-06,نشط
697,350,استثمار,15030.04,SAR,2024-11-27,نشط
698,350,جاري,13782.8,SAR,2023-06-01,نشط
699,351,استثمار,5715.3,EUR,2024-10-10,نشط
700,351,جاري,99223.16,USD,2025-05-10,نشط
701,352,استثمار,29223.5,EUR,2020-02-02,نشط
702,352,استثمار,86057.14,USD,2023-08-01,نشط
703,352,توفير,74026.03,SAR,2021-09-05,نشط
704,353,توفير,14716.65,USD,2025-07-10,نشط
705,353,استثمار,84363.66,SAR,2025-07-24,نشط
706,354,توفير,90902.59,SAR,2025-07-14,نشط
707,355,استثمار,67587.46,SAR,2025-04-24,نشط
708,356,توفير,68791.18,USD,2024-12-18,نشط
709,356,جاري,322.76,SAR,2025-05-09,نشط
710,356,استثمار,40605.22,EUR,2024-11-07,نشط
711,357,جاري,32511.77,USD,2024-05-08,نشط
712,357,توفير,5006.34,SAR,2022-12-15,نشط
713,358,توفير,23736.93,USD,2017-03-19,نشط
714,358,توفير,77608.65,SAR,2017-12-14,نشط
715,358,جاري,5351.87,USD,2022-12-05,نشط
716,359,استثمار,72578.0,USD,2022-11-08,نشط
717,359,جاري,60570.07,EUR,2024-01-20,نشط
718,359,توفير,51836.31,USD,2023-02-06,نشط
719,360,استثمار,48883.57,EUR,2024-10-14,نشط
720,360,جاري,93101.54,SAR,2025-04-18,نشط
721,360,استثمار,60619.81,SAR,2024-12-25,نشط
722,361,جاري,69899.45,USD,2022-11-30,نشط
723,361,استثمار,98166.24,SAR,2022-05-22,نشط
724,361,توفير,29172.26,USD,2025-04-06,نشط
725,362,توفير,91577.33,EUR,2017-10-30,نشط
726,362,توفير,21656.25,EUR,2020-02-08,نشط
727,362,توفير,68497.0,EUR,2016-12-14,نشط
728,363,توفير,60977.57,SAR,2023-12-02,نشط
729,363,توفير,69911.52,USD,2022-10-12,نشط
730,363,استثمار,35482.62,USD,2024-01-19,نشط
731,364,جاري,44494.33,EUR,2022-07-29,نشط
732,364,استثمار,91888.19,EUR,2022-11-15,نشط
733,365,استثمار,88043.84,EUR,2022-11-17,نشط
734,365,توفير,41310.41,SAR,2022-01-09,نشط
735,365,جاري,72878.24,EUR,2022-04-25,نشط
736,366,استثمار,3961.72,SAR,2024-12-24,نشط
737,366,توفير,2813.82,USD,2022-09-03,نشط
738,366,جاري,76339.71,EUR,2022-10-21,نشط
739,367,استثمار,42441.45,EUR,2023-01-15,نشط
740,368,استثمار,33074.77,EUR,2021-08-17,نشط
741,369,توفير,57399.88,USD,2025-05-30,نشط
742,369,جاري,34466.86,SAR,2025-06-06,نشط
743,370,جاري,56693.41,USD,2022-12-21,نشط
744,370,استثمار,10902.9,USD,2025-07-17,نشط
745,371,جاري,68647.59,SAR,2021-09-01,نشط
746,371,استثمار,85113.6,USD,2016-01-05,نشط
747,372,توفير,6752.97,EUR,2019-08-12,نشط
748,372,توفير,1719.97,SAR,2024-01-25,نشط
749,373,جاري,47915.4,SAR,2024-10-26,نشط
750,373,توفير,99138.46,EUR,2023-01-25,نشط
751,374,جاري,11439.75,USD,2024-11-08,نشط
752,374,استثمار,43354.96,EUR,2024-11-02,نشط
753,374,توفير,57264.02,EUR,2024-10-05,نشط
754,375,توفير,62619.4,EUR,2024-10-17,نشط
755,375,استثمار,48596.58,SAR,2024-09-11,نشط
756,375,استثمار,26433.58,EUR,2025-02-20,نشط
757,376,استثمار,25726.07,USD,2025-04-23,نشط
758,377,استثمار,23238.14,EUR,2024-11-30,نشط
759,377,توفير,73672.0,EUR,2023-03-21,نشط
760,378,جاري,33409.58,SAR,2022-06-23,نشط
761,378,توفير,26524.52,USD,2023-04-02,نشط
762,378,جاري,64468.79,USD,2019-12-24,نشط
763,379,جاري,6623.38,USD,2025-07-11,نشط
764,380,توفير,33913.39,SAR,2025-02-27,نشط
765,380,جاري,23242.14,USD,2023-07-29,نشط
766,380,توفير,23528.52,EUR,2024-09-09,نشط
767,381,جاري,59341.74,EUR,2023-02-04,نشط
768,381,جاري,21150.72,EUR,2022-12-25,نشط
769,381,استثمار,99475.11,USD,2022-11-13,نشط
770,382,استثمار,13373.41,USD,2024-02-01,نشط
771,382,توفير,3934.41,EUR,2022-10-08,نشط
772,383,استثمار,97505.21,SAR,2024-12-08,نشط
773,384,جاري,28790.81,USD,2025-07-12,نشط
774,385,توفير,68785.64,USD,2021-01-06,نشط
775,385,توفير,88160.79,SAR,2020-05-11,نشط
776,385,توفير,92007.46,USD,2017-04-10,نشط
777,386,استثمار,24251.39,USD,2021-01-29,نشط
778,386,جاري,68761.32,EUR,2021-03-29,نشط
779,386,توفير,56306.48,SAR,2017-01-01,نشط
780,387,توفير,90610.77,SAR,2023-06-19,نشط
781,387,استثمار,24541.95,EUR,2023-04-05,نشط
782,387,جاري,26473.64,USD,2023-10-10,نشط
783,388,جاري,8987.47,SAR,2023-02-22,نشط
784,388,جاري,13850.48,SAR,2022-07-11,نشط
785,389,توفير,99556.87,SAR,2019-07-07,نشط
786,390,جاري,6926.92,USD,2024-09-08,نشط
787,390,توفير,36907.79,EUR,2023-04-16,نشط
788,390,جاري,8658.97,EUR,2024-01-03,نشط
789,391,استثمار,88380.82,SAR,2021-10-19,نشط
790,391,جاري,99796.61,EUR,2019-04-17,نشط
791,392,استثمار,53120.17,EUR,2022-12-26,نشط
792,392,توفير,98383.36,USD,2022-03-09,نشط
793,393,توفير,79066.4,SAR,2025-04-09,نشط
794,394,جاري,38819.11,EUR,2023-05-30,نشط
795,394,توفير,21090.97,EUR,2021-10-02,نشط
796,395,جاري,53916.67,SAR,2022-01-08,نشط
797,395,توفير,25497.67,USD,2025-01-31,نشط
798,395,جاري,31785.15,EUR,2023-11-15,نشط
799,396,توفير,55640.02,SAR,2025-04-19,نشط
800,396,استثمار,58267.97,EUR,2022-02-11,نشط
801,397,توفير,5091.21,USD,2025-07-26,نشط
802,398,استثمار,81766.73,EUR,2018-02-14,نشط
803,398,جاري,65653.23,USD,2018-09-28,نشط
804,398,توفير,33497.62,USD,2019-07-01,نشط
805,399,استثمار,48804.3,EUR,2021-07-12,نشط
806,399,استثمار,76480.67,USD,2022-12-31,نشط
807,400,استثمار,67887.36,SAR,2019-04-26,نشط
808,401,جاري,31027.26,SAR,2023-12-03,نشط
809,401,استثمار,36525.88,EUR,2025-06-01,نشط
810,402,توفير,4681.52,USD,2017-06-11,نشط
811,402,استثمار,5546.71,USD,2025-05-18,نشط
812,402,استثمار,34708.72,USD,2018-12-29,نشط
813,403,جاري,26303.27,EUR,2025-06-23,نشط
814,404,توفير,59388.79,EUR,2024-06-05,نشط
815,405,استثمار,20456.06,EUR,2025-03-24,نشط
816,405,جاري,84122.36,USD,2021-08-03,نشط
817,406,استثمار,35561.35,USD,2017-06-19,نشط
818,407,استثمار,69609.45,USD,2019-02-09,نشط
819,408,توفير,81245.05,EUR,2024-11-24,نشط
820,408,توفير,92114.43,USD,2025-03-20,نشط
821,408,توفير,34723.47,USD,2024-10-05,نشط
822,409,استثمار,95203.22,SAR,2025-04-19,نشط
823,409,توفير,77794.86,EUR,2024-12-03,نشط
824,409,استثمار,75263.3,SAR,2025-02-05,نشط
825,410,توفير,51879.78,USD,2021-06-12,نشط
826,410,استثمار,63536.32,USD,2019-01-13,نشط
827,410,جاري,67597.76,SAR,2025-05-18,نشط
828,411,جاري,81479.83,USD,2019-09-04,نشط
829,411,جاري,73284.7,EUR,2016-08-21,نشط
830,411,توفير,19805.02,USD,2017-05-04,نشط
831,412,توفير,88754.87,EUR,2025-05-10,نشط
832,413,جاري,44490.72,SAR,2024-11-13,نشط
833,414,استثمار,10723.1,USD,2024-03-11,نشط
834,415,توفير,23599.54,USD,2025-06-07,نشط
835,416,استثمار,42010.51,USD,2025-05-12,نشط
836,416,توفير,16861.6,SAR,2023-02-02,نشط
837,417,جاري,82900.67,SAR,2022-02-11,نشط
838,417,استثمار,10208.32,SAR,2021-10-29,نشط
839,418,استثمار,9526.31,EUR,2018-07-09,نشط
840,419,استثمار,31238.4,EUR,2018-03-17,نشط
841,419,توفير,62161.72,SAR,2018-01-27,نشط
842,419,استثمار,34463.38,SAR,2017-03-16,نشط
843,420,استثمار,38270.74,EUR,2021-09-05,نشط
844,421,جاري,82133.19,USD,2025-07-11,نشط
845,421,جاري,59544.45,USD,2025-07-19,نشط
846,422,توفير,86427.27,SAR,2016-08-12,نشط
847,422,توفير,60223.0,EUR,2016-04-10,نشط
848,423,استثمار,17514.68,EUR,2023-05-25,نشط
849,423,جاري,95688.56,EUR,2020-01-19,نشط
850,423,استثمار,63453.53,SAR,2024-03-13,نشط
851,424,استثمار,46080.77,SAR,2023-10-18,نشط
852,424,جاري,63663.58,USD,2025-06-21,نشط
853,424,استثمار,65818.68,SAR,2024-06-29,نشط
854,425,استثمار,13921.38,EUR,2022-08-20,نشط
855,425,توفير,231.23,SAR,2021-11-21,نشط
856,425,استثمار,44786.23,EUR,2022-02-18,نشط
857,426,توفير,14120.42,EUR,2021-11-16,نشط
858,427,استثمار,80092.39,SAR,2024-03-17,نشط
859,427,استثمار,29826.52,SAR,2024-05-24,نشط
860,428,توفير,52746.37,USD,2024-10-21,نشط
861,428,جاري,67871.0,SAR,2025-07-19,نشط
862,428,استثمار,90888.69,EUR,2025-03-30,نشط
863,429,توفير,90447.18,USD,2025-04-16,نشط
864,429,توفير,52117.4,USD,2025-06-14,نشط
865,429,استثمار,80317.54,USD,2025-04-20,نشط
866,430,استثمار,49262.93,EUR,2022-11-05,نشط
867,431,استثمار,73908.01,EUR,2024-02-06,نشط
868,431,جاري,901.56,USD,2025-05-04,نشط
869,432,توفير,12826.82,SAR,2019-09-30,نشط
870,432,استثمار,62657.87,USD,2023-12-31,نشط
871,432,استثمار,52073.06,SAR,2019-04-05,نشط
872,433,توفير,27573.54,USD,2023-09-06,نشط
873,434,استثمار,31165.25,SAR,2024-07-05,نشط
874,434,جاري,84515.15,USD,2020-01-22,نشط
875,434,توفير,46241.05,EUR,2020-04-27,نشط
876,435,جاري,84289.59,USD,2020-11-17,نشط
877,435,جاري,21207.74,USD,2024-04-29,نشط
878,436,استثمار,65052.95,SAR,2024-12-22,نشط
879,437,جاري,87452.16,USD,2021-02-20,نشط
880,438,توفير,40188.69,EUR,2025-04-30,نشط
881,438,جاري,94869.2,USD,2025-02-26,نشط
882,439,توفير,54058.74,USD,2024-12-31,نشط
883,440,توفير,91101.61,SAR,2022-11-15,نشط
884,440,جاري,11633.93,USD,2023-04-24,نشط
885,441,توفير,86924.0,SAR,2020-06-01,نشط
886,442,توفير,5720.76,USD,2020-12-14,نشط
887,442,استثمار,80042.63,EUR,2017-09-21,نشط
888,442,توفير,53558.72,EUR,2022-08-12,نشط
889,443,جاري,3218.22,USD,2020-03-10,نشط
890,443,توفير,87184.89,SAR,2022-03-12,نشط
891,443,جاري,50675.72,SAR,2021-08-08,نشط
892,444,استثمار,59304.33,SAR,2023-03-02,نشط
893,444,استثمار,17337.58,USD,2021-05-31,نشط
894,444,استثمار,80592.82,USD,2023-01-06,نشط
895,445,استثمار,89116.98,SAR,2024-01-10,نشط
896,445,استثمار,99979.89,USD,2022-10-14,نشط
897,445,توفير,54752.37,EUR,2024-08-02,نشط
898,446,استثمار,94760.75,EUR,2023-05-05,نشط
899,447,توفير,26032.72,SAR,2022-10-05,نشط
900,447,جاري,95504.69,EUR,2025-02-19,نشط
901,448,استثمار,67070.05,USD,2017-05-09,نشط
902,448,جاري,71577.5,SAR,2020-03-18,نشط
903,448,جاري,16973.55,SAR,2016-06-28,نشط
904,449,استثمار,86762.86,USD,2025-04-16,نشط
905,449,استثمار,41143.43,EUR,2023-03-26,نشط
906,449,توفير,68488.24,EUR,2022-09-29,نشط
907,450,توفير,16669.73,EUR,2019-12-30,نشط
908,450,جاري,53348.49,USD,2023-05-13,نشط
909,450,توفير,78532.82,EUR,2020-01-03,نشط
910,451,جاري,61580.93,USD,2023-08-21,نشط
911,452,توفير,53610.07,USD,2024-02-05,نشط
912,452,جاري,70162.35,USD,2023-08-11,نشط
913,452,جاري,74986.97,USD,2021-01-31,نشط
914,453,استثمار,6853.21,USD,2022-05-26,نشط
915,453,استثمار,26254.08,USD,2022-06-03,نشط
916,454,استثمار,95834.81,USD,2024-11-10,نشط
917,454,جاري,69210.7,EUR,2022-02-09,نشط
918,454,توفير,22047.74,EUR,2023-04-15,نشط
919,455,استثمار,48923.17,SAR,2022-04-29,نشط
920,455,جاري,81662.29,USD,2019-12-21,نشط
921,455,جاري,59329.59,EUR,2019-03-25,نشط
922,456,استثمار,26379.31,SAR,2024-01-22,نشط
923,456,توفير,12866.55,USD,2025-06-01,نشط
924,457,جاري,52984.31,USD,2019-05-15,نشط
925,458,جاري,48146.26,EUR,2021-11-18,نشط
926,458,استثمار,23013.15,EUR,2023-08-28,نشط
927,458,جاري,61621.65,USD,2021-11-22,نشط
928,459,توفير,26543.09,SAR,2023-11-09,نشط
929,459,توفير,71476.6,EUR,2023-02-22,نشط
930,460,استثمار,37197.15,SAR,2025-06-07,نشط
931,460,توفير,69834.53,EUR,2024-09-09,نشط
932,461,استثمار,24750.03,SAR,2022-07-10,نشط
933,461,استثمار,10044.36,SAR,2020-04-15,نشط
934,462,توفير,97949.34,USD,2025-07-14,نشط
935,463,استثمار,4396.44,SAR,2025-05-22,نشط
936,464,توفير,54268.62,USD,2025-05-11,نشط
937,464,استثمار,59232.85,EUR,2025-05-09,نشط
938,465,استثمار,54598.2,EUR,2024-07-12,نشط
939,465,استثمار,17967.94,USD,2025-04-28,نشط
940,465,جاري,27871.41,SAR,2024-11-13,نشط
941,466,استثمار,21995.59,USD,2020-06-13,نشط
942,466,جاري,94344.9,SAR,2018-10-10,نشط
943,467,استثمار,21073.81,USD,2024-08-18,نشط
944,467,توفير,51304.38,SAR,2024-12-20,نشط
945,468,استثمار,940.99,SAR,2025-02-18,نشط
946,469,توفير,76048.82,EUR,2025-05-25,نشط
947,469,استثمار,76446.02,SAR,2022-10-08,نشط
948,470,استثمار,54589.73,USD,2023-04-11,نشط
949,470,توفير,9157.5,SAR,2020-10-05,نشط
950,470,جاري,39439.85,USD,2020-10-03,نشط
951,471,توفير,62883.62,USD,2016-07-14,نشط
952,471,توفير,1272.85,SAR,2016-12-10,نشط
953,471,جاري,23171.57,SAR,2024-04-25,نشط
954,472,توفير,56681.99,SAR,2025-02-24,نشط
955,472,جاري,11496.09,SAR,2025-03-14,نشط
956,473,توفير,89905.88,SAR,2025-07-23,نشط
957,474,جاري,89423.1,USD,2021-08-15,نشط
958,474,استثمار,92498.06,EUR,2021-07-26,نشط
959,475,توفير,51980.55,EUR,2023-04-10,نشط
960,476,توفير,82468.89,USD,2022-03-01,نشط
961,476,استثمار,10954.55,EUR,2023-10-28,نشط
962,476,توفير,65311.06,USD,2025-06-05,نشط
963,477,توفير,66522.31,EUR,2023-02-19,نشط
964,477,توفير,15866.98,USD,2021-01-07,نشط
965,478,استثمار,46889.3,USD,2020-12-13,نشط
966,479,توفير,2756.94,EUR,2021-06-19,نشط
967,480,جاري,80729.17,USD,2019-04-20,نشط
968,480,جاري,2023.2,EUR,2021-01-07,نشط
969,481,جاري,60343.89,EUR,2025-07-07,نشط
970,481,استثمار,65418.78,EUR,2025-07-21,نشط
971,481,استثمار,3382.01,SAR,2025-07-20,نشط
972,482,استثمار,14022.78,USD,2019-03-23,نشط
973,482,جاري,64069.1,USD,2018-06-23,نشط
974,482,استثمار,75819.83,SAR,2018-10-29,نشط
975,483,جاري,41031.46,EUR,2025-07-04,نشط
976,484,جاري,41580.62,USD,2021-12-08,نشط
977,484,استثمار,28259.61,USD,2024-08-30,نشط
978,484,توفير,33729.0,EUR,2016-04-22,نشط
979,485,توفير,14561.01,SAR,2025-06-11,نشط
980,485,استثمار,73653.3,USD,2025-06-08,نشط
981,485,جاري,93697.35,SAR,2025-07-16,نشط
982,486,توفير,49161.23,SAR,2022-06-01,نشط
983,486,توفير,56287.26,SAR,2022-08-23,نشط
984,487,جاري,96767.8,EUR,2024-05-25,نشط
985,487,توفير,49785.1,SAR,2024-05-31,نشط
986,488,جاري,58387.46,USD,2017-02-27,نشط
987,488,استثمار,78371.73,USD,2022-08-21,نشط
988,489,جاري,82995.83,SAR,2023-12-03,نشط
989,489,استثمار,55119.85,USD,2024-09-05,نشط
990,489,توفير,68175.67,USD,2023-12-30,نشط
991,490,توفير,3568.44,USD,2022-01-03,نشط
992,490,استثمار,34695.79,EUR,2024-07-22,نشط
993,491,جاري,4327.79,EUR,2021-03-13,نشط
994,491,توفير,3002.82,SAR,2018-08-28,نشط
995,492,توفير,34417.88,USD,2023-09-09,نشط
996,492,توفير,97485.41,SAR,2018-12-11,نشط
997,493,توفير,85042.54,SAR,2024-12-16,نشط
